paperId,citationCount,influentialCitationCount,doi,authorId,name,paperCount,citationCount,hIndex
d4a4c5570ff99b343b2743587e096135ebfed4cd,1108,56,10.1016/j.tics.2009.06.005,2285765,J. Cacioppo,578.0,118044.0,153.0
d4a4c5570ff99b343b2743587e096135ebfed4cd,1108,56,10.1016/j.tics.2009.06.005,4883465,L. Hawkley,157.0,22663.0,54.0
edb1fdd78f09defe7c00de343b38b37ca508e185,285,21,10.1016/j.tics.2009.02.007,48257669,T. Verguts,229.0,7268.0,46.0
edb1fdd78f09defe7c00de343b38b37ca508e185,285,21,10.1016/j.tics.2009.02.007,5443335,W. Notebaert,107.0,4352.0,36.0
3b5e137690dfb9a9c4e9fd88dba5957428575778,246,25,10.1016/j.tics.2009.01.008,2110212196,Yaoda Xu,117.0,3503.0,25.0
3b5e137690dfb9a9c4e9fd88dba5957428575778,246,25,10.1016/j.tics.2009.01.008,3286262,M. Chun,233.0,29848.0,72.0
2c6184256b83e176753c92f012d1cc1dea3d61e6,726,37,10.1016/j.tics.2008.07.006,3015369,L. Shams,113.0,8061.0,38.0
2c6184256b83e176753c92f012d1cc1dea3d61e6,726,37,10.1016/j.tics.2008.07.006,2200227,Aaron R. Seitz,243.0,5777.0,40.0
a2512943b7831cc2d3c93380eaae05270f1aa544,79,2,10.1016/j.tics.2007.12.004,50190306,Christopher Kent,51.0,301.0,8.0
a2512943b7831cc2d3c93380eaae05270f1aa544,79,2,10.1016/j.tics.2007.12.004,2015042,K. Lamberts,82.0,2667.0,24.0
f0766353d46fafcca0b89f4254ced77f9810333b,61,3,10.1016/j.tics.2007.11.009,2888973,C. Clifford,290.0,7713.0,47.0
f0766353d46fafcca0b89f4254ced77f9810333b,61,3,10.1016/j.tics.2007.11.009,3319011,E. Arabzadeh,119.0,2823.0,27.0
f0766353d46fafcca0b89f4254ced77f9810333b,61,3,10.1016/j.tics.2007.11.009,2541602,Justin A. Harris,135.0,3371.0,31.0
7a73264885e8178362eda9bd295c9b981099c4b6,126,6,10.1016/j.tics.2007.06.007,2873707,K. C. Kadosh,60.0,2057.0,20.0
7a73264885e8178362eda9bd295c9b981099c4b6,126,6,10.1016/j.tics.2007.06.007,145546235,Mark H. Johnson,493.0,29953.0,94.0
8c3a4785d13c0b915ac7a574ec545ba08ff5f039,263,7,10.1016/j.tics.2007.06.001,2529727,J. Moll,175.0,10385.0,48.0
8c3a4785d13c0b915ac7a574ec545ba08ff5f039,263,7,10.1016/j.tics.2007.06.001,1398366569,R. Oliveira-Souza,60.0,2858.0,14.0
d068d12947b36e4777c317f71f93176f0bbc443d,985,67,10.1016/j.tics.2007.05.001,48987704,D. Hassabis,121.0,63838.0,66.0
d068d12947b36e4777c317f71f93176f0bbc443d,985,67,10.1016/j.tics.2007.05.001,3099409,E. Maguire,224.0,28651.0,75.0
c680148f7090d4ceb2222b2db4efe0bd20a3cbae,432,15,10.1016/j.tics.2006.11.002,4874019,E. McKone,124.0,5889.0,43.0
c680148f7090d4ceb2222b2db4efe0bd20a3cbae,432,15,10.1016/j.tics.2006.11.002,1931482,N. Kanwisher,373.0,52865.0,100.0
c680148f7090d4ceb2222b2db4efe0bd20a3cbae,432,15,10.1016/j.tics.2006.11.002,2694913,B. Duchaine,209.0,11369.0,55.0
f6566e724e76400c678ab2810ee1110ca973f131,1372,69,10.1016/j.tics.2006.08.008,2253162,F. Vignemont,70.0,4392.0,25.0
f6566e724e76400c678ab2810ee1110ca973f131,1372,69,10.1016/j.tics.2006.08.008,47272511,T. Singer,307.0,26707.0,66.0
278311ffff37cdd04ac5c8dde3a52bf6e1303e8b,48,2,10.1016/j.tics.2005.10.003,1820484,O. Jensen,286.0,29215.0,77.0
0c297a4471b433785a2b1c75ed11d0e8ec8a4651,93,10,10.1016/j.tics.2005.04.003,3080864,David J. Buller,26.0,737.0,8.0
ae20f593ad63432ac3c49c768c64a18edaebe6ee,1,0,10.1016/j.tics.2005.03.002,48184319,A. Rapoport,293.0,10527.0,59.0
ae20f593ad63432ac3c49c768c64a18edaebe6ee,1,0,10.1016/j.tics.2005.03.002,144765443,J. N. Bearden,44.0,859.0,17.0
519377ce8098b800dcc01fa3bbbe9bacfec9fc51,45,1,10.1016/j.tics.2004.10.007,145390115,M. Siegal,185.0,7248.0,45.0
519377ce8098b800dcc01fa3bbbe9bacfec9fc51,45,1,10.1016/j.tics.2004.10.007,3048094,L. Surian,109.0,3825.0,30.0
ab433af105d2d3a43f4c97f877434c9909b835be,20,0,10.1016/j.tics.2004.05.001,2237694,B. Hayes,144.0,2262.0,26.0
ab433af105d2d3a43f4c97f877434c9909b835be,20,0,10.1016/j.tics.2004.05.001,2326474,E. Heit,115.0,3179.0,30.0
4a196479f6756661c7ee6e0399e7fb9843d2866e,423,14,10.1016/j.tics.2004.04.004,48614533,A. Craig,35.0,16341.0,24.0
c61b36de9a6161d6ad7c8b7ab8f5b926948429ca,8,0,10.1016/S1364-6613(03)00026-3,40266462,Sarah K. Brem,63.0,1856.0,18.0
605a639af66a3797a18ba223fc8c582b043311c7,355,22,10.1016/S1364-6613(03)00031-7,39587026,P. Boyer,192.0,7203.0,35.0
aaa84a5df8666d695c01f9860f315980a7ef6a86,273,18,10.1016/S1364-6613(00)01620-X,2417905,H. Ellis,134.0,8776.0,47.0
aaa84a5df8666d695c01f9860f315980a7ef6a86,273,18,10.1016/S1364-6613(00)01620-X,7562965,M. Lewis,82.0,2567.0,28.0
7064367d2fb376964eb100743ba42af1d8f62a6e,164,25,10.1016/S1364-6613(99)01350-9,1731375,M. Brent,136.0,37181.0,50.0
ee8dcd475b11573d059821f52d09a3a4ba4b9308,916,92,10.1016/S1364-6613(99)01318-2,4263634,F. Happé,385.0,40695.0,92.0
21e47a5b98afa4c56844a18c117461dc6150956d,2040,92,10.1016/S1364-6613(98)01221-2,1960857,D. Wolpert,322.0,47493.0,91.0
21e47a5b98afa4c56844a18c117461dc6150956d,2040,92,10.1016/S1364-6613(98)01221-2,1708163,R. Miall,90.0,8755.0,34.0
